127.0.0.1 - - [19/Jul/2017:19:38:39 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/product/electronics/Camera HTTP/1.1" 200 23636
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/css/bootstrap.min.css HTTP/1.1" 200 121204
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/css/owl.carousel.css HTTP/1.1" 200 1486
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 22004
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/css/style.css HTTP/1.1" 200 24086
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/css/responsive.css HTTP/1.1" 200 4914
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/jquery.autocomplete.js HTTP/1.1" 200 32713
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/autocomplete-search.js HTTP/1.1" 200 460
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/ajax/cartOperations.js HTTP/1.1" 200 2626
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/jquery-migrate-1.2.1.min.js HTTP/1.1" 200 7199
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/bootstrap-hover-dropdown.min.js HTTP/1.1" 200 1467
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/jquery.magnific-popup.min.js HTTP/1.1" 200 20947
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/owl.carousel.min.js HTTP/1.1" 200 23890
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/js/custom.js HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/images/logo.png HTTP/1.1" 200 11290
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/images/product-images/pimg1.jpg HTTP/1.1" 200 16937
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/images/products/6_1.jpg HTTP/1.1" 200 21943
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/images/products/7_1.jpg HTTP/1.1" 200 28589
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/images/payment-icon/visa.png HTTP/1.1" 200 2655
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/images/payment-icon/paypal.png HTTP/1.1" 200 2676
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:29 +0530] "GET /sunelectronics/resources/images/payment-icon/cirrus.png HTTP/1.1" 200 3418
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:30 +0530] "GET /sunelectronics/resources/images/payment-icon/americanexpress.png HTTP/1.1" 200 4079
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:30 +0530] "GET /sunelectronics/resources/images/payment-icon/mastercard.png HTTP/1.1" 200 3357
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:30 +0530] "GET /sunelectronics/resources/font-awesome/fonts/fontawesome-webfont78ce.woff?v=4.2.0 HTTP/1.1" 200 65452
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "POST /sunelectronics/cart/add HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/product/electronics/Camera HTTP/1.1" 200 25901
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/resources/images/logo.png HTTP/1.1" 200 11290
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/resources/images/products/6_1.jpg HTTP/1.1" 200 21943
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/resources/images/payment-icon/paypal.png HTTP/1.1" 200 2676
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/resources/images/payment-icon/visa.png HTTP/1.1" 200 2655
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/resources/images/product-images/pimg1.jpg HTTP/1.1" 200 16937
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/resources/images/products/7_1.jpg HTTP/1.1" 200 28589
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/resources/images/payment-icon/cirrus.png HTTP/1.1" 200 3418
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/resources/images/payment-icon/mastercard.png HTTP/1.1" 200 3357
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:35 +0530] "GET /sunelectronics/resources/images/payment-icon/americanexpress.png HTTP/1.1" 200 4079
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "POST /sunelectronics/cart/add HTTP/1.1" 200 49
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/product/electronics/Camera HTTP/1.1" 200 27207
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/resources/images/products/6_1.jpg HTTP/1.1" 200 21943
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/resources/images/logo.png HTTP/1.1" 200 11290
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/resources/images/products/7_1.jpg HTTP/1.1" 200 28589
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/resources/images/payment-icon/cirrus.png HTTP/1.1" 200 3418
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/resources/images/payment-icon/paypal.png HTTP/1.1" 200 2676
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/resources/images/payment-icon/visa.png HTTP/1.1" 200 2655
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/resources/images/payment-icon/mastercard.png HTTP/1.1" 200 3357
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/resources/images/payment-icon/americanexpress.png HTTP/1.1" 200 4079
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:38 +0530] "GET /sunelectronics/resources/images/product-images/pimg1.jpg HTTP/1.1" 200 16937
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/cart/init HTTP/1.1" 200 25843
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/css/bootstrap.min.css HTTP/1.1" 200 121204
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 22004
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/css/owl.carousel.css HTTP/1.1" 200 1486
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/jquery.autocomplete.js HTTP/1.1" 200 32713
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/css/responsive.css HTTP/1.1" 200 4914
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/autocomplete-search.js HTTP/1.1" 200 460
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/ajax/cartOperations.js HTTP/1.1" 200 2626
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/css/style.css HTTP/1.1" 200 24086
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/jquery-migrate-1.2.1.min.js HTTP/1.1" 200 7199
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/bootstrap-hover-dropdown.min.js HTTP/1.1" 200 1467
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/jquery.magnific-popup.min.js HTTP/1.1" 200 20947
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/owl.carousel.min.js HTTP/1.1" 200 23890
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/js/custom.js HTTP/1.1" 200 825
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/images/products/6_1.jpg HTTP/1.1" 200 21943
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/images/logo.png HTTP/1.1" 200 11290
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/images/products/7_1.jpg HTTP/1.1" 200 28589
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/images/payment-icon/cirrus.png HTTP/1.1" 200 3418
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/images/payment-icon/paypal.png HTTP/1.1" 200 2676
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/images/payment-icon/visa.png HTTP/1.1" 200 2655
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/images/payment-icon/mastercard.png HTTP/1.1" 200 3357
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/images/payment-icon/americanexpress.png HTTP/1.1" 200 4079
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:46 +0530] "GET /sunelectronics/resources/font-awesome/fonts/fontawesome-webfont78ce.woff?v=4.2.0 HTTP/1.1" 200 65452
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/checkout HTTP/1.1" 200 26649
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/resources/css/bootstrap.min.css HTTP/1.1" 200 121204
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/resources/css/owl.carousel.css HTTP/1.1" 200 1486
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/resources/css/style.css HTTP/1.1" 200 24086
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/resources/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 22004
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/resources/css/responsive.css HTTP/1.1" 200 4914
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/resources/js/jquery-1.11.1.min.js HTTP/1.1" 200 95786
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/resources/js/autocomplete-search.js HTTP/1.1" 200 460
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/resources/js/ajax/cartOperations.js HTTP/1.1" 200 2626
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:55 +0530] "GET /sunelectronics/resources/js/jquery.autocomplete.js HTTP/1.1" 200 32713
0:0:0:0:0:0:0:1 - - [19/Jul/2017:19:39:56 +0530] "GET /sunelectronics/resources/js/ajax/checkoutOperations.js HTTP/1.1" 200 2875
